Authors,Title,Journal,Year,Host subfamily,Host genus,Host species,Virus subfamily,Virus genus,Virus strain or sequence,Tissue tested?,nSamples,nPositive,Prevalence,Detection type,Study type,Detection method,Detection method specific,Gene/Antigen Target,Sample type,Isolation successful,Country,State or Region,Site,Latitude,Longitude,SamplingYear,SamplingMonth,StartYear,StartMonth,EndYear,EndMonth,Season,Notes
"Gibson, L; Ribas, MP; Kemp, J; Restif, O; Suu-Ire, RD; Wood, JLN; Cunningham, AA",Persistence of Multiple Paramyxoviruses in a Closed Captive Colony of Fruit Bats (Eidolon helvum),viruses,2021,eidolinae,eidolon,helvum,NA,NA,Z15-U86R,urine,128,10,,pooled,longitudinal,PCR,hemi-nested RT-PCR,L (RMH),urine,NA,ghana,accra,captive colony at accra zoo,5.625303,-0.203029,2015,NA,NA,april,NA,july,NA,23 sampling points
"Gibson, L; Ribas, MP; Kemp, J; Restif, O; Suu-Ire, RD; Wood, JLN; Cunningham, AA",Persistence of Multiple Paramyxoviruses in a Closed Captive Colony of Fruit Bats (Eidolon helvum),viruses,2021,eidolinae,eidolon,helvum,NA,NA,Z15-U115R,urine,128,1,,pooled,longitudinal,PCR,hemi-nested RT-PCR,L (RMH),urine,NA,ghana,accra,captive colony at accra zoo,5.625303,-0.203029,2015,NA,NA,april,NA,july,NA,23 sampling points
"Chua, KB",A novel approach for collecting samples from fruit bats for isolation of infectious agents,microbes and infection,2003,rousettinae,eonycteris,spelaea,NA,NA,NA,urine,206,23,,pooled,cross-sectional,virus isolation,cell culture,NA,swab,NA,malaysia,perak,gua tempurong,,,1999,may,NA,NA,NA,NA,NA,23 infectious agents isolated that were not characterized
"Barr, JA; Smith, C; Marsh, GA; Field, H; Wang, LF","Evidence of bat origin for Menangle virus, a zoonotic paramyxovirus first isolated from diseased pigs",journal of general virology,2012,pteropodinae,pteropus,alecto,rubulavirinae,pararubulavirus,menangle virus,urine,NA,NA,,pooled,cross-sectional,virus isolation,cell culture and RT-PCR,L,urine,1,australia,south east queensland,cedar grove,,,2009,september,NA,NA,NA,NA,NA,
"Field, H; de Jong, CE; Halpin, K; Smith, CS","Henipaviruses and Fruit Bats, Papua New Guinea",emerging infectious diseases,2013,NA,NA,NA,orthoparamyxovirinae,henipavirus,hendra virus,blood or serum,20,2,,single,cross-sectional,serology,ELISA,NA,blood,NA,papua new guinea,madang,NA,,,1996,NA,NA,NA,NA,NA,NA,"""fruit bats of mixed species"""
"Field, H; de Jong, CE; Halpin, K; Smith, CS","Henipaviruses and Fruit Bats, Papua New Guinea",emerging infectious diseases,2013,NA,NA,NA,orthoparamyxovirinae,henipavirus,hendra virus,blood or serum,59,NA,0.08,single,cross-sectional,serology,virus neutralization test,NA,blood,NA,papua new guinea,new britain,NA,,,1997,NA,NA,NA,NA,NA,NA,"""fruit bats of mixed species"" including pteropus conspicillatus; prevalence stated but not positives by location"
"Field, H; de Jong, CE; Halpin, K; Smith, CS","Henipaviruses and Fruit Bats, Papua New Guinea",emerging infectious diseases,2013,NA,NA,NA,orthoparamyxovirinae,henipavirus,nipah virus,blood or serum,59,NA,0.03,single,cross-sectional,serology,virus neutralization test,NA,blood,NA,papua new guinea,new britain,NA,,,1997,NA,NA,NA,NA,NA,NA,"""fruit bats of mixed species"" including pteropus conspicillatus; prevalence stated but not positives by location"
"Field, H; de Jong, CE; Halpin, K; Smith, CS","Henipaviruses and Fruit Bats, Papua New Guinea",emerging infectious diseases,2013,NA,NA,NA,orthoparamyxovirinae,henipavirus,hendra virus,blood or serum,103,NA,0.07,single,cross-sectional,serology,virus neutralization test,NA,blood,NA,papua new guinea,lae,NA,,,1999,NA,NA,NA,NA,NA,NA,"""fruit bats of mixed species"" including pteropus conspicillatus; prevalence stated but not positives by location"
"Field, H; de Jong, CE; Halpin, K; Smith, CS","Henipaviruses and Fruit Bats, Papua New Guinea",emerging infectious diseases,2013,NA,NA,NA,orthoparamyxovirinae,henipavirus,nipah virus,blood or serum,103,NA,0.02,single,cross-sectional,serology,virus neutralization test,NA,blood,NA,papua new guinea,lae,NA,,,1999,NA,NA,NA,NA,NA,NA,"""fruit bats of mixed species"" including pteropus conspicillatus; prevalence stated but not positives by location"
"Field, H; de Jong, CE; Halpin, K; Smith, CS","Henipaviruses and Fruit Bats, Papua New Guinea",emerging infectious diseases,2013,NA,NA,NA,rubulavirinae,pararubulavirus,menangle virus,blood or serum,103,0,,single,cross-sectional,serology,virus neutralization test,NA,blood,NA,papua new guinea,lae,NA,,,1999,NA,NA,NA,NA,NA,NA,"""fruit bats of mixed species"" including pteropus conspicillatus; prevalence stated but not positives by location"
"Brook, CE; Ranaivoson, HC; Broder, CC; Cunningham, AA; Heraud, JM; Peel, AJ; Gibson, L; Wood, JLN; Metcalf, CJ; Dobson, AP",Disentangling serology to elucidate henipa- and filovirus transmission in Madagascar fruit bats,journal of animal ecology,2019,eidolinae,eidolon,dupreanum,orthoparamyxovirinae,henipavirus,cedar virus,blood or serum,116,0,,single,longitudinal,serology,luminex assay,CedV sG,blood,NA,madagascar,NA,angavobe,,,NA,NA,2013,november,2016,january,NA,
"Brook, CE; Ranaivoson, HC; Broder, CC; Cunningham, AA; Heraud, JM; Peel, AJ; Gibson, L; Wood, JLN; Metcalf, CJ; Dobson, AP",Disentangling serology to elucidate henipa- and filovirus transmission in Madagascar fruit bats,journal of animal ecology,2019,eidolinae,eidolon,dupreanum,orthoparamyxovirinae,henipavirus,nipah virus,blood or serum,116,29,,single,longitudinal,serology,luminex assay,NiV sG,blood,NA,madagascar,NA,angavobe,,,NA,NA,2013,november,2016,january,NA,
"Brook, CE; Ranaivoson, HC; Broder, CC; Cunningham, AA; Heraud, JM; Peel, AJ; Gibson, L; Wood, JLN; Metcalf, CJ; Dobson, AP",Disentangling serology to elucidate henipa- and filovirus transmission in Madagascar fruit bats,journal of animal ecology,2019,eidolinae,eidolon,dupreanum,orthoparamyxovirinae,henipavirus,cedar virus,blood or serum,134,1,,single,longitudinal,serology,luminex assay,CedV sG,blood,NA,madagascar,NA,angavokely,,,NA,NA,2013,november,2016,january,NA,
"Brook, CE; Ranaivoson, HC; Broder, CC; Cunningham, AA; Heraud, JM; Peel, AJ; Gibson, L; Wood, JLN; Metcalf, CJ; Dobson, AP",Disentangling serology to elucidate henipa- and filovirus transmission in Madagascar fruit bats,journal of animal ecology,2019,eidolinae,eidolon,dupreanum,orthoparamyxovirinae,henipavirus,nipah virus,blood or serum,134,39,,single,longitudinal,serology,luminex assay,NiV sG,blood,NA,madagascar,NA,angavokely,,,NA,NA,2013,november,2016,january,NA,
"Brook, CE; Ranaivoson, HC; Broder, CC; Cunningham, AA; Heraud, JM; Peel, AJ; Gibson, L; Wood, JLN; Metcalf, CJ; Dobson, AP",Disentangling serology to elucidate henipa- and filovirus transmission in Madagascar fruit bats,journal of animal ecology,2019,eidolinae,eidolon,dupreanum,orthoparamyxovirinae,henipavirus,cedar virus,blood or serum,45,1,,single,longitudinal,serology,luminex assay,CedV sG,blood,NA,madagascar,NA,ankarana,,,NA,NA,2014,august,2015,april,NA,
"Brook, CE; Ranaivoson, HC; Broder, CC; Cunningham, AA; Heraud, JM; Peel, AJ; Gibson, L; Wood, JLN; Metcalf, CJ; Dobson, AP",Disentangling serology to elucidate henipa- and filovirus transmission in Madagascar fruit bats,journal of animal ecology,2019,eidolinae,eidolon,dupreanum,orthoparamyxovirinae,henipavirus,nipah virus,blood or serum,45,4,,single,longitudinal,serology,luminex assay,NiV sG,blood,NA,madagascar,NA,ankarana,,,NA,NA,2014,august,2015,april,NA,
"Brook, CE; Ranaivoson, HC; Broder, CC; Cunningham, AA; Heraud, JM; Peel, AJ; Gibson, L; Wood, JLN; Metcalf, CJ; Dobson, AP",Disentangling serology to elucidate henipa- and filovirus transmission in Madagascar fruit bats,journal of animal ecology,2019,eidolinae,eidolon,dupreanum,orthoparamyxovirinae,henipavirus,cedar virus,blood or serum,5,0,,single,cross-sectional,serology,luminex assay,CedV sG,blood,NA,madagascar,NA,lakato,,,2013,august,NA,NA,NA,NA,NA,
"Brook, CE; Ranaivoson, HC; Broder, CC; Cunningham, AA; Heraud, JM; Peel, AJ; Gibson, L; Wood, JLN; Metcalf, CJ; Dobson, AP",Disentangling serology to elucidate henipa- and filovirus transmission in Madagascar fruit bats,journal of animal ecology,2019,eidolinae,eidolon,dupreanum,orthoparamyxovirinae,henipavirus,nipah virus,blood or serum,5,3,,single,cross-sectional,serology,luminex assay,NiV sG,blood,NA,madagascar,NA,lakato,,,2013,august,NA,NA,NA,NA,NA,
"Brook, CE; Ranaivoson, HC; Broder, CC; Cunningham, AA; Heraud, JM; Peel, AJ; Gibson, L; Wood, JLN; Metcalf, CJ; Dobson, AP",Disentangling serology to elucidate henipa- and filovirus transmission in Madagascar fruit bats,journal of animal ecology,2019,eidolinae,eidolon,dupreanum,orthoparamyxovirinae,henipavirus,cedar virus,blood or serum,14,0,,single,cross-sectional,serology,luminex assay,CedV sG,blood,NA,madagascar,NA,mahabo,,,2014,july,NA,NA,NA,NA,NA,
"Brook, CE; Ranaivoson, HC; Broder, CC; Cunningham, AA; Heraud, JM; Peel, AJ; Gibson, L; Wood, JLN; Metcalf, CJ; Dobson, AP",Disentangling serology to elucidate henipa- and filovirus transmission in Madagascar fruit bats,journal of animal ecology,2019,eidolinae,eidolon,dupreanum,orthoparamyxovirinae,henipavirus,nipah virus,blood or serum,14,1,,single,cross-sectional,serology,luminex assay,NiV sG,blood,NA,madagascar,NA,mahabo,,,2014,july,NA,NA,NA,NA,NA,
"Brook, CE; Ranaivoson, HC; Broder, CC; Cunningham, AA; Heraud, JM; Peel, AJ; Gibson, L; Wood, JLN; Metcalf, CJ; Dobson, AP",Disentangling serology to elucidate henipa- and filovirus transmission in Madagascar fruit bats,journal of animal ecology,2019,pteropodinae,pteropus,rufus,orthoparamyxovirinae,henipavirus,hendra virus,blood or serum,104,5,,single,longitudinal,serology,luminex assay,HeV sG,blood,NA,madagascar,NA,ambakoana,,,NA,NA,2013,november,2016,january,NA,
"Brook, CE; Ranaivoson, HC; Broder, CC; Cunningham, AA; Heraud, JM; Peel, AJ; Gibson, L; Wood, JLN; Metcalf, CJ; Dobson, AP",Disentangling serology to elucidate henipa- and filovirus transmission in Madagascar fruit bats,journal of animal ecology,2019,pteropodinae,pteropus,rufus,orthoparamyxovirinae,henipavirus,hendra virus,blood or serum,19,2,,single,cross-sectional,serology,luminex assay,HeV sG,blood,NA,madagascar,NA,mahabo,,,2014,july,NA,NA,NA,NA,NA,
"Brook, CE; Ranaivoson, HC; Broder, CC; Cunningham, AA; Heraud, JM; Peel, AJ; Gibson, L; Wood, JLN; Metcalf, CJ; Dobson, AP",Disentangling serology to elucidate henipa- and filovirus transmission in Madagascar fruit bats,journal of animal ecology,2019,pteropodinae,pteropus,rufus,orthoparamyxovirinae,henipavirus,hendra virus,blood or serum,15,1,,single,longitudinal,serology,luminex assay,HeV sG,blood,NA,madagascar,NA,makira,,,NA,NA,2014,october,2015,july,NA,
"Brook, CE; Ranaivoson, HC; Broder, CC; Cunningham, AA; Heraud, JM; Peel, AJ; Gibson, L; Wood, JLN; Metcalf, CJ; Dobson, AP",Disentangling serology to elucidate henipa- and filovirus transmission in Madagascar fruit bats,journal of animal ecology,2019,pteropodinae,pteropus,rufus,orthoparamyxovirinae,henipavirus,hendra virus,blood or serum,63,3,,single,longitudinal,serology,luminex assay,HeV sG,blood,NA,madagascar,NA,marovitsika,,,NA,NA,2013,november,2015,may,NA,
"Brook, CE; Ranaivoson, HC; Broder, CC; Cunningham, AA; Heraud, JM; Peel, AJ; Gibson, L; Wood, JLN; Metcalf, CJ; Dobson, AP",Disentangling serology to elucidate henipa- and filovirus transmission in Madagascar fruit bats,journal of animal ecology,2019,rousettinae,rousettus,madagascariensis,orthoparamyxovirinae,henipavirus,cedar virus,blood or serum,79,8,,single,longitudinal,serology,luminex assay,CedV sF,blood,NA,madagascar,NA,ankarana,,,NA,NA,2014,august,2015,march,NA,
"Brook, CE; Ranaivoson, HC; Broder, CC; Cunningham, AA; Heraud, JM; Peel, AJ; Gibson, L; Wood, JLN; Metcalf, CJ; Dobson, AP",Disentangling serology to elucidate henipa- and filovirus transmission in Madagascar fruit bats,journal of animal ecology,2019,rousettinae,rousettus,madagascariensis,orthoparamyxovirinae,henipavirus,hendra virus,blood or serum,79,6,,single,longitudinal,serology,luminex assay,HeV sF,blood,NA,madagascar,NA,ankarana,,,NA,NA,2014,august,2015,march,NA,
"Brook, CE; Ranaivoson, HC; Broder, CC; Cunningham, AA; Heraud, JM; Peel, AJ; Gibson, L; Wood, JLN; Metcalf, CJ; Dobson, AP",Disentangling serology to elucidate henipa- and filovirus transmission in Madagascar fruit bats,journal of animal ecology,2019,rousettinae,rousettus,madagascariensis,orthoparamyxovirinae,henipavirus,cedar virus,blood or serum,32,3,,single,cross-sectional,serology,luminex assay,CedV sF,blood,NA,madagascar,NA,makira,,,2014,november,NA,NA,NA,NA,NA,
"Brook, CE; Ranaivoson, HC; Broder, CC; Cunningham, AA; Heraud, JM; Peel, AJ; Gibson, L; Wood, JLN; Metcalf, CJ; Dobson, AP",Disentangling serology to elucidate henipa- and filovirus transmission in Madagascar fruit bats,journal of animal ecology,2019,rousettinae,rousettus,madagascariensis,orthoparamyxovirinae,henipavirus,hendra virus,blood or serum,32,4,,single,cross-sectional,serology,luminex assay,HeV sF,blood,NA,madagascar,NA,makira,,,2014,november,NA,NA,NA,NA,NA,
"Brook, CE; Ranaivoson, HC; Broder, CC; Cunningham, AA; Heraud, JM; Peel, AJ; Gibson, L; Wood, JLN; Metcalf, CJ; Dobson, AP",Disentangling serology to elucidate henipa- and filovirus transmission in Madagascar fruit bats,journal of animal ecology,2019,rousettinae,rousettus,madagascariensis,orthoparamyxovirinae,henipavirus,cedar virus,blood or serum,114,8,,single,longitudinal,serology,luminex assay,CedV sF,blood,NA,madagascar,NA,moramizaha,,,NA,NA,2014,october,2016,january,NA,
"Brook, CE; Ranaivoson, HC; Broder, CC; Cunningham, AA; Heraud, JM; Peel, AJ; Gibson, L; Wood, JLN; Metcalf, CJ; Dobson, AP",Disentangling serology to elucidate henipa- and filovirus transmission in Madagascar fruit bats,journal of animal ecology,2019,rousettinae,rousettus,madagascariensis,orthoparamyxovirinae,henipavirus,hendra virus,blood or serum,114,7,,single,longitudinal,serology,luminex assay,HeV sF,blood,NA,madagascar,NA,moramizaha,,,NA,NA,2014,october,2016,january,NA,
"Brook, CE; Ranaivoson, HC; Broder, CC; Cunningham, AA; Heraud, JM; Peel, AJ; Gibson, L; Wood, JLN; Metcalf, CJ; Dobson, AP",Disentangling serology to elucidate henipa- and filovirus transmission in Madagascar fruit bats,journal of animal ecology,2019,eidolinae,eidolon,dupreanum,orthoparamyxovirinae,henipavirus,hendra virus,blood or serum,2,2,,single,longitudinal,serology,ELISA,HeV sF,blood,NA,madagascar,NA,angavobe,,,NA,NA,2005,november,2006,december,NA,
"Brook, CE; Ranaivoson, HC; Broder, CC; Cunningham, AA; Heraud, JM; Peel, AJ; Gibson, L; Wood, JLN; Metcalf, CJ; Dobson, AP",Disentangling serology to elucidate henipa- and filovirus transmission in Madagascar fruit bats,journal of animal ecology,2019,eidolinae,eidolon,dupreanum,orthoparamyxovirinae,henipavirus,hendra virus,blood or serum,141,15,,single,longitudinal,serology,ELISA,HeV sG,blood,NA,madagascar,NA,angavobe,,,NA,NA,2005,november,2007,april,NA,
"Brook, CE; Ranaivoson, HC; Broder, CC; Cunningham, AA; Heraud, JM; Peel, AJ; Gibson, L; Wood, JLN; Metcalf, CJ; Dobson, AP",Disentangling serology to elucidate henipa- and filovirus transmission in Madagascar fruit bats,journal of animal ecology,2019,eidolinae,eidolon,dupreanum,orthoparamyxovirinae,henipavirus,nipah virus,blood or serum,160,27,,single,longitudinal,serology,ELISA,NiV sG,blood,NA,madagascar,NA,angavobe,,,NA,NA,2005,november,2007,april,NA,
"Brook, CE; Ranaivoson, HC; Broder, CC; Cunningham, AA; Heraud, JM; Peel, AJ; Gibson, L; Wood, JLN; Metcalf, CJ; Dobson, AP",Disentangling serology to elucidate henipa- and filovirus transmission in Madagascar fruit bats,journal of animal ecology,2019,eidolinae,eidolon,dupreanum,orthoparamyxovirinae,henipavirus,hendra virus,blood or serum,5,5,,single,longitudinal,serology,ELISA,HeV sF,blood,NA,madagascar,NA,angavokely,,,2006,NA,NA,february,NA,october,NA,
"Brook, CE; Ranaivoson, HC; Broder, CC; Cunningham, AA; Heraud, JM; Peel, AJ; Gibson, L; Wood, JLN; Metcalf, CJ; Dobson, AP",Disentangling serology to elucidate henipa- and filovirus transmission in Madagascar fruit bats,journal of animal ecology,2019,eidolinae,eidolon,dupreanum,orthoparamyxovirinae,henipavirus,hendra virus,blood or serum,220,24,,single,longitudinal,serology,ELISA,HeV sG,blood,NA,madagascar,NA,angavokely,,,NA,NA,2005,november,2007,april,NA,
"Brook, CE; Ranaivoson, HC; Broder, CC; Cunningham, AA; Heraud, JM; Peel, AJ; Gibson, L; Wood, JLN; Metcalf, CJ; Dobson, AP",Disentangling serology to elucidate henipa- and filovirus transmission in Madagascar fruit bats,journal of animal ecology,2019,eidolinae,eidolon,dupreanum,orthoparamyxovirinae,henipavirus,nipah virus,blood or serum,257,55,,single,longitudinal,serology,ELISA,NiV sG,blood,NA,madagascar,NA,angavokely,,,NA,NA,2005,november,2007,april,NA,
"Iehle, C; Razafitrimo, G; Razainirina, J; Andriaholinirina, N; Goodman, SM; Faure, C; Georges-Courbot, MC; Rousset, D; Reynes, JM","Henipavirus and Tioman virus antibodies in pteropodid bats, Madagascar",emerging infectious diseases,2007,eidolinae,eidolon,dupreanum,orthoparamyxovirinae,henipavirus,nipah virus,blood or serum,53,10,,single,longitudinal,serology,ELISA,NA,blood,NA,madagascar,moramanga,marozevo,,,NA,NA,2003,may,2005,july,NA,
"Iehle, C; Razafitrimo, G; Razainirina, J; Andriaholinirina, N; Goodman, SM; Faure, C; Georges-Courbot, MC; Rousset, D; Reynes, JM","Henipavirus and Tioman virus antibodies in pteropodid bats, Madagascar",emerging infectious diseases,2007,eidolinae,eidolon,dupreanum,orthoparamyxovirinae,henipavirus,hendra virus,blood or serum,53,10,,single,longitudinal,serology,ELISA,NA,blood,NA,madagascar,moramanga,marozevo,,,NA,NA,2003,may,2005,july,NA,
"Iehle, C; Razafitrimo, G; Razainirina, J; Andriaholinirina, N; Goodman, SM; Faure, C; Georges-Courbot, MC; Rousset, D; Reynes, JM","Henipavirus and Tioman virus antibodies in pteropodid bats, Madagascar",emerging infectious diseases,2007,eidolinae,eidolon,dupreanum,rubulavirinae,pararubulavirus,tioman virus,blood or serum,53,0,,single,longitudinal,serology,ELISA,NA,blood,NA,madagascar,moramanga,marozevo,,,NA,NA,2003,may,2005,july,NA,
"Iehle, C; Razafitrimo, G; Razainirina, J; Andriaholinirina, N; Goodman, SM; Faure, C; Georges-Courbot, MC; Rousset, D; Reynes, JM","Henipavirus and Tioman virus antibodies in pteropodid bats, Madagascar",emerging infectious diseases,2007,eidolinae,eidolon,dupreanum,orthoparamyxovirinae,henipavirus,nipah virus,blood or serum,2,0,,single,longitudinal,serology,ELISA,NA,blood,NA,madagascar,NA,miandrivazo,,,NA,NA,2003,may,2005,july,NA,
"Iehle, C; Razafitrimo, G; Razainirina, J; Andriaholinirina, N; Goodman, SM; Faure, C; Georges-Courbot, MC; Rousset, D; Reynes, JM","Henipavirus and Tioman virus antibodies in pteropodid bats, Madagascar",emerging infectious diseases,2007,eidolinae,eidolon,dupreanum,orthoparamyxovirinae,henipavirus,hendra virus,blood or serum,2,0,,single,longitudinal,serology,ELISA,NA,blood,NA,madagascar,NA,miandrivazo,,,NA,NA,2003,may,2005,july,NA,
"Iehle, C; Razafitrimo, G; Razainirina, J; Andriaholinirina, N; Goodman, SM; Faure, C; Georges-Courbot, MC; Rousset, D; Reynes, JM","Henipavirus and Tioman virus antibodies in pteropodid bats, Madagascar",emerging infectious diseases,2007,eidolinae,eidolon,dupreanum,rubulavirinae,pararubulavirus,tioman virus,blood or serum,2,0,,single,longitudinal,serology,ELISA,NA,blood,NA,madagascar,NA,miandrivazo,,,NA,NA,2003,may,2005,july,NA,
"Iehle, C; Razafitrimo, G; Razainirina, J; Andriaholinirina, N; Goodman, SM; Faure, C; Georges-Courbot, MC; Rousset, D; Reynes, JM","Henipavirus and Tioman virus antibodies in pteropodid bats, Madagascar",emerging infectious diseases,2007,eidolinae,eidolon,dupreanum,orthoparamyxovirinae,henipavirus,nipah virus,blood or serum,18,4,,single,longitudinal,serology,ELISA,NA,blood,NA,madagascar,NA,ankarana,,,NA,NA,2003,may,2005,july,NA,
"Iehle, C; Razafitrimo, G; Razainirina, J; Andriaholinirina, N; Goodman, SM; Faure, C; Georges-Courbot, MC; Rousset, D; Reynes, JM","Henipavirus and Tioman virus antibodies in pteropodid bats, Madagascar",emerging infectious diseases,2007,eidolinae,eidolon,dupreanum,orthoparamyxovirinae,henipavirus,hendra virus,blood or serum,18,1,,single,longitudinal,serology,ELISA,NA,blood,NA,madagascar,NA,ankarana,,,NA,NA,2003,may,2005,july,NA,
